entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
openfoam-0033,simulation,OpenFOAM boundary layer 0033,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1106.8,759.82,58.731,,,OpenFOAM surrogate
openfoam-0034,simulation,OpenFOAM turbulence 0034,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1486.2,713.57,190.675,,,OpenFOAM surrogate
openfoam-0035,simulation,OpenFOAM boundary layer 0035,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",358.07,689.13,48.931,,,OpenFOAM surrogate
openfoam-0036,simulation,OpenFOAM heat transfer 0036,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",229.56,149.47,125.401,,,OpenFOAM surrogate
openfoam-0037,simulation,OpenFOAM thermal shock 0037,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1348.07,689.89,23.543,,,OpenFOAM surrogate
openfoam-0038,simulation,OpenFOAM external flow 0038,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1159.37,680.4,58.077,,,OpenFOAM surrogate
openfoam-0039,simulation,OpenFOAM heat transfer 0039,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1482.03,64.95,48.336,,,OpenFOAM surrogate
openfoam-0040,simulation,OpenFOAM heat transfer 0040,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",794.81,430.32,192.832,,,OpenFOAM surrogate
openfoam-0041,simulation,OpenFOAM turbulence 0041,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",143.02,525.58,145.393,,,OpenFOAM surrogate
openfoam-0042,simulation,OpenFOAM external flow 0042,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",635.05,664.56,16.555,,,OpenFOAM surrogate
openfoam-0043,simulation,OpenFOAM turbulence 0043,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1556.26,676.54,60.915,,,OpenFOAM surrogate
openfoam-0044,simulation,OpenFOAM external flow 0044,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1181.74,710.07,35.86,,,OpenFOAM surrogate
openfoam-0045,simulation,OpenFOAM turbulence 0045,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",697.06,110.93,159.691,,,OpenFOAM surrogate
openfoam-0046,simulation,OpenFOAM thermal shock 0046,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1138.14,183.87,119.6,,,OpenFOAM surrogate
openfoam-0047,simulation,OpenFOAM external flow 0047,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",256.28,895.71,191.125,,,OpenFOAM surrogate
openfoam-0048,simulation,OpenFOAM external flow 0048,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1332.75,520.19,56.324,,,OpenFOAM surrogate
openfoam-0049,simulation,OpenFOAM thermal shock 0049,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1544.93,870.75,94.177,,,OpenFOAM surrogate
openfoam-0050,simulation,OpenFOAM heat transfer 0050,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",665.77,291.34,105.107,,,OpenFOAM surrogate
openfoam-0051,simulation,OpenFOAM turbulence 0051,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1461.48,186.7,89.34,,,OpenFOAM surrogate
openfoam-0052,simulation,OpenFOAM heat transfer 0052,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",435.45,418.43,86.084,,,OpenFOAM surrogate
openfoam-0053,simulation,OpenFOAM turbulence 0053,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",701.91,315.32,107.64,,,OpenFOAM surrogate
openfoam-0054,simulation,OpenFOAM thermal shock 0054,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1339.5,65.55,101.325,,,OpenFOAM surrogate
openfoam-0055,simulation,OpenFOAM turbulence 0055,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",572.4,777.19,67.969,,,OpenFOAM surrogate
openfoam-0056,simulation,OpenFOAM boundary layer 0056,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1009.41,637.67,68.027,,,OpenFOAM surrogate
openfoam-0057,simulation,OpenFOAM turbulence 0057,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1172.85,388.63,172.949,,,OpenFOAM surrogate
openfoam-0058,simulation,OpenFOAM thermal shock 0058,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1042.82,222.96,182.211,,,OpenFOAM surrogate
openfoam-0059,simulation,OpenFOAM external flow 0059,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",287.6,792.07,166.408,,,OpenFOAM surrogate
openfoam-0060,simulation,OpenFOAM thermal shock 0060,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",471.36,843.74,74.912,,,OpenFOAM surrogate
openfoam-0061,simulation,OpenFOAM turbulence 0061,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",627.59,671.43,85.193,,,OpenFOAM surrogate
openfoam-0062,simulation,OpenFOAM external flow 0062,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",906.59,768.15,137.481,,,OpenFOAM surrogate
openfoam-0063,simulation,OpenFOAM heat transfer 0063,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",208.78,352.63,21.077,,,OpenFOAM surrogate
openfoam-0064,simulation,OpenFOAM turbulence 0064,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",770.7,186.07,36.251,,,OpenFOAM surrogate
openfoam-0065,simulation,OpenFOAM external flow 0065,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",676.99,684.48,156.536,,,OpenFOAM surrogate
openfoam-0066,simulation,OpenFOAM external flow 0066,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",910.81,469.51,151.53,,,OpenFOAM surrogate
openfoam-0067,simulation,OpenFOAM turbulence 0067,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",738.35,845.42,123.929,,,OpenFOAM surrogate
openfoam-0068,simulation,OpenFOAM turbulence 0068,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",422.44,609.64,83.092,,,OpenFOAM surrogate
openfoam-0069,simulation,OpenFOAM thermal shock 0069,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1099.51,408.64,70.763,,,OpenFOAM surrogate
openfoam-0070,simulation,OpenFOAM thermal shock 0070,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1592.89,551.72,76.701,,,OpenFOAM surrogate
openfoam-0071,simulation,OpenFOAM turbulence 0071,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",214.99,804.63,176.584,,,OpenFOAM surrogate
openfoam-0072,simulation,OpenFOAM boundary layer 0072,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",110.24,868.31,91.54,,,OpenFOAM surrogate
openfoam-0073,simulation,OpenFOAM turbulence 0073,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",431.68,755.64,144.851,,,OpenFOAM surrogate
openfoam-0074,simulation,OpenFOAM turbulence 0074,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",819.73,720.2,78.352,,,OpenFOAM surrogate
openfoam-0075,simulation,OpenFOAM boundary layer 0075,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",153.01,665.75,114.714,,,OpenFOAM surrogate
openfoam-0076,simulation,OpenFOAM external flow 0076,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",354.29,369.81,168.261,,,OpenFOAM surrogate
openfoam-0077,simulation,OpenFOAM boundary layer 0077,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1310.68,474.82,107.714,,,OpenFOAM surrogate
openfoam-0078,simulation,OpenFOAM heat transfer 0078,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",989.11,246.65,162.243,,,OpenFOAM surrogate
openfoam-0079,simulation,OpenFOAM heat transfer 0079,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",756.7,450.42,23.244,,,OpenFOAM surrogate
openfoam-0080,simulation,OpenFOAM thermal shock 0080,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1499.81,405.98,160.452,,,OpenFOAM surrogate
openfoam-0081,simulation,OpenFOAM turbulence 0081,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1201.06,278.25,12.507,,,OpenFOAM surrogate
openfoam-0082,simulation,OpenFOAM heat transfer 0082,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1096.01,534.36,15.206,,,OpenFOAM surrogate
openfoam-0083,simulation,OpenFOAM boundary layer 0083,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",276.48,695.16,16.629,,,OpenFOAM surrogate
openfoam-0084,simulation,OpenFOAM turbulence 0084,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",452.14,223.8,3.138,,,OpenFOAM surrogate
openfoam-0085,simulation,OpenFOAM heat transfer 0085,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",890.71,379.13,107.19,,,OpenFOAM surrogate
openfoam-0086,simulation,OpenFOAM external flow 0086,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1361.38,462.15,159.079,,,OpenFOAM surrogate
openfoam-0087,simulation,OpenFOAM heat transfer 0087,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",143.6,149.59,98.483,,,OpenFOAM surrogate
openfoam-0088,simulation,OpenFOAM boundary layer 0088,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",596.55,282.63,37.545,,,OpenFOAM surrogate
openfoam-0089,simulation,OpenFOAM external flow 0089,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",640.38,57.23,132.348,,,OpenFOAM surrogate
openfoam-0090,simulation,OpenFOAM heat transfer 0090,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1445.91,870.89,143.152,,,OpenFOAM surrogate
openfoam-0091,simulation,OpenFOAM heat transfer 0091,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1582.03,707.03,58.313,,,OpenFOAM surrogate
openfoam-0092,simulation,OpenFOAM turbulence 0092,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",623.89,756.83,31.963,,,OpenFOAM surrogate
openfoam-0093,simulation,OpenFOAM heat transfer 0093,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1277.66,552.16,39.62,,,OpenFOAM surrogate
openfoam-0094,simulation,OpenFOAM thermal shock 0094,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1486.98,266.68,8.395,,,OpenFOAM surrogate
openfoam-0095,simulation,OpenFOAM external flow 0095,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1567.29,618.39,24.482,,,OpenFOAM surrogate
openfoam-0096,simulation,OpenFOAM heat transfer 0096,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1275.29,563.57,104.575,,,OpenFOAM surrogate
openfoam-0097,simulation,OpenFOAM heat transfer 0097,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1184.16,698.55,153.341,,,OpenFOAM surrogate
openfoam-0098,simulation,OpenFOAM thermal shock 0098,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1205.18,410.09,15.697,,,OpenFOAM surrogate
openfoam-0099,simulation,OpenFOAM turbulence 0099,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",705.04,413.31,99.672,,,OpenFOAM surrogate
openfoam-0100,simulation,OpenFOAM boundary layer 0100,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",446.36,269.59,107.912,,,OpenFOAM surrogate
openfoam-0101,simulation,OpenFOAM external flow 0101,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",135.91,882.76,180.61,,,OpenFOAM surrogate
openfoam-0102,simulation,OpenFOAM turbulence 0102,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",183.04,148.54,167.003,,,OpenFOAM surrogate
openfoam-0103,simulation,OpenFOAM boundary layer 0103,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1512.8,464.19,191.801,,,OpenFOAM surrogate
openfoam-0104,simulation,OpenFOAM boundary layer 0104,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",425.95,526.0,102.087,,,OpenFOAM surrogate
openfoam-0105,simulation,OpenFOAM heat transfer 0105,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1558.66,875.72,83.512,,,OpenFOAM surrogate
openfoam-0106,simulation,OpenFOAM turbulence 0106,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",364.03,617.66,176.557,,,OpenFOAM surrogate
openfoam-0107,simulation,OpenFOAM turbulence 0107,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1114.85,491.88,6.725,,,OpenFOAM surrogate
openfoam-0108,simulation,OpenFOAM external flow 0108,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1076.61,336.7,31.127,,,OpenFOAM surrogate
openfoam-0109,simulation,OpenFOAM turbulence 0109,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1148.98,644.15,66.886,,,OpenFOAM surrogate
openfoam-0110,simulation,OpenFOAM boundary layer 0110,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1502.08,365.08,117.637,,,OpenFOAM surrogate
openfoam-0111,simulation,OpenFOAM boundary layer 0111,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1296.61,62.83,102.498,,,OpenFOAM surrogate
openfoam-0112,simulation,OpenFOAM thermal shock 0112,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1334.88,51.56,72.093,,,OpenFOAM surrogate
openfoam-0113,simulation,OpenFOAM boundary layer 0113,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",492.52,898.02,158.979,,,OpenFOAM surrogate
openfoam-0114,simulation,OpenFOAM heat transfer 0114,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1030.91,370.81,136.84,,,OpenFOAM surrogate
openfoam-0115,simulation,OpenFOAM heat transfer 0115,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",591.15,606.56,165.44,,,OpenFOAM surrogate
openfoam-0116,simulation,OpenFOAM boundary layer 0116,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1296.16,533.7,102.727,,,OpenFOAM surrogate
openfoam-0117,simulation,OpenFOAM heat transfer 0117,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1010.65,840.31,138.028,,,OpenFOAM surrogate
openfoam-0118,simulation,OpenFOAM boundary layer 0118,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1380.05,71.82,169.984,,,OpenFOAM surrogate
openfoam-0119,simulation,OpenFOAM turbulence 0119,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",668.57,529.21,15.894,,,OpenFOAM surrogate
openfoam-0120,simulation,OpenFOAM heat transfer 0120,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",481.21,219.6,166.759,,,OpenFOAM surrogate
openfoam-0121,simulation,OpenFOAM heat transfer 0121,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1562.29,93.23,101.299,,,OpenFOAM surrogate
openfoam-0122,simulation,OpenFOAM external flow 0122,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1122.0,790.95,78.116,,,OpenFOAM surrogate
openfoam-0123,simulation,OpenFOAM heat transfer 0123,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1034.43,491.25,148.956,,,OpenFOAM surrogate
openfoam-0124,simulation,OpenFOAM thermal shock 0124,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",1546.68,668.22,140.207,,,OpenFOAM surrogate
openfoam-0125,simulation,OpenFOAM external flow 0125,"OpenFOAM CFD template surrogate with standardized mesh, solver, and boundary-condition metadata. Useful for pre-run engineering setup retrieval.",878.06,601.3,60.943,,,OpenFOAM surrogate
