entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
aflow-0008,material,TiN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1965.37,244.38,51.44,,,AFLOW surrogate
aflow-0077,material,HfO2,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1964.23,899.91,63.509,,,AFLOW surrogate
nasa-0063,material,SiC,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1948.75,1056.28,99.813,,,NASA materials surrogate
aflow-0156,material,HfO2,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1945.19,193.86,18.921,,,AFLOW surrogate
aflow-0209,material,Al2O3,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1944.08,502.43,95.685,,,AFLOW surrogate
nasa-0046,material,C/C composite,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1941.17,313.11,39.62,,,NASA materials surrogate
aflow-0147,material,SiC,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1939.09,1176.77,25.899,,,AFLOW surrogate
aflow-0101,material,BN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1932.01,719.61,68.484,,,AFLOW surrogate
nasa-0142,material,Inconel 718,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1931.96,285.63,34.013,,,NASA materials surrogate
aflow-0195,material,HfO2,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1930.69,967.73,0.323,,,AFLOW surrogate
aflow-0041,material,Al2O3,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1926.93,284.08,103.145,,,AFLOW surrogate
nasa-0111,material,Al2O3,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1921.84,228.4,98.339,,,NASA materials surrogate
nasa-0036,material,SiC,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1918.97,1013.18,55.431,,,NASA materials surrogate
aflow-0100,material,BN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1914.37,813.87,31.324,,,AFLOW surrogate
aflow-0054,material,TiN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1909.09,876.99,103.894,,,AFLOW surrogate
nasa-0096,material,SiC,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1907.82,1365.18,106.504,,,NASA materials surrogate
aflow-0171,material,Fe3Al,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1905.78,1179.19,106.773,,,AFLOW surrogate
nasa-0091,material,Al2O3,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1897.99,179.22,72.209,,,NASA materials surrogate
aflow-0083,material,TiN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1897.18,337.41,116.471,,,AFLOW surrogate
nasa-0062,material,C/C composite,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1894.66,1352.47,79.859,,,NASA materials surrogate
aflow-0118,material,Al2O3,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1893.47,827.54,11.338,,,AFLOW surrogate
aflow-0139,material,SiC,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1892.31,768.48,34.37,,,AFLOW surrogate
nasa-0023,material,C/C composite,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1882.24,1489.24,148.151,,,NASA materials surrogate
aflow-0176,material,HfO2,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1881.1,1105.7,53.029,,,AFLOW surrogate
aflow-0214,material,MgAl2O4,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1879.71,851.98,115.792,,,AFLOW surrogate
aflow-0045,material,SiC,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1878.9,335.21,89.837,,,AFLOW surrogate
nasa-0026,material,Ti-6Al-4V,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1874.11,1368.44,4.411,,,NASA materials surrogate
nasa-0115,material,Inconel 718,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1860.5,547.26,84.42,,,NASA materials surrogate
aflow-0219,material,BN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1856.85,975.85,57.182,,,AFLOW surrogate
aflow-0159,material,MgAl2O4,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1850.79,974.34,47.266,,,AFLOW surrogate
aflow-0178,material,Al2O3,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1850.78,662.93,60.153,,,AFLOW surrogate
aflow-0111,material,HfO2,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1843.58,972.28,66.341,,,AFLOW surrogate
aflow-0029,material,SiC,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1840.91,599.72,67.228,,,AFLOW surrogate
aflow-0207,material,BN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1832.49,735.17,70.242,,,AFLOW surrogate
aflow-0136,material,ZrO2,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1827.1,946.05,75.136,,,AFLOW surrogate
aflow-0200,material,Fe3Al,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1824.51,1049.9,59.856,,,AFLOW surrogate
aflow-0011,material,BN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1823.61,1030.54,51.201,,,AFLOW surrogate
aflow-0231,material,TiN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1823.48,654.67,13.298,,,AFLOW surrogate
nasa-0132,material,SiC,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1823.44,334.0,79.789,,,NASA materials surrogate
nasa-0141,material,Al2O3,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1819.88,1333.29,30.862,,,NASA materials surrogate
nasa-0002,material,Inconel 718,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1816.31,967.01,60.019,,,NASA materials surrogate
nasa-0068,material,SiC,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1810.0,418.27,6.991,,,NASA materials surrogate
aflow-0206,material,MgAl2O4,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1809.3,1179.07,56.461,,,AFLOW surrogate
aflow-0145,material,Fe3Al,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1808.93,269.01,61.772,,,AFLOW surrogate
nasa-0048,material,Al2O3,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1808.29,559.67,13.37,,,NASA materials surrogate
oqmd-0020,material,TiO2,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1798.64,224.42,51.852,,,OQMD surrogate
mp-fallback-0273,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1796.74,597.57,45.073,,,Materials Project fallback (no API key)
mp-fallback-0048,material,ZnO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1795.15,969.85,79.095,,,Materials Project fallback (no API key)
mp-fallback-0209,material,ZnO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1794.74,647.56,3.773,,,Materials Project fallback (no API key)
nist-0128,simulation,NH3,"NIST Chemistry WebBook thermodynamic surrogate record with heats of formation, entropy, and heat capacity context. Useful for equilibrium, enthalpy, and materials process screening.",1792.98,,,,,NIST WebBook surrogate
mp-fallback-0427,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1791.97,352.88,59.393,,,Materials Project fallback (no API key)
mp-fallback-0356,material,Fe2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1790.86,692.98,9.765,,,Materials Project fallback (no API key)
oqmd-0168,material,SrTiO3,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1789.37,565.41,25.074,,,OQMD surrogate
mp-fallback-0164,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1789.2,532.67,28.593,,,Materials Project fallback (no API key)
mp-fallback-0075,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1786.19,220.84,20.702,,,Materials Project fallback (no API key)
mp-fallback-0098,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1785.66,909.65,71.445,,,Materials Project fallback (no API key)
oqmd-0108,material,AlN,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1784.93,192.71,63.568,,,OQMD surrogate
aflow-0072,material,BN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1784.9,885.04,68.71,,,AFLOW surrogate
oqmd-0117,material,GaN,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1781.56,465.58,52.21,,,OQMD surrogate
aflow-0163,material,MgAl2O4,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1779.36,1075.1,113.149,,,AFLOW surrogate
aflow-0012,material,Fe3Al,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1775.47,848.52,92.075,,,AFLOW surrogate
oqmd-0102,material,TiO2,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1773.77,865.09,65.405,,,OQMD surrogate
oqmd-0243,material,SnO2,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1771.66,588.05,43.58,,,OQMD surrogate
aflow-0241,material,ZrO2,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1771.41,222.82,0.213,,,AFLOW surrogate
nasa-0069,material,Inconel 718,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1771.17,1331.39,69.46,,,NASA materials surrogate
oqmd-0004,material,SnO2,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1770.89,698.71,75.727,,,OQMD surrogate
mp-fallback-0481,material,SiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1770.69,768.75,13.514,,,Materials Project fallback (no API key)
nist-0078,simulation,Al2O3,"NIST Chemistry WebBook thermodynamic surrogate record with heats of formation, entropy, and heat capacity context. Useful for equilibrium, enthalpy, and materials process screening.",1768.5,,,,,NIST WebBook surrogate
nasa-0109,material,SiC,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1765.04,1277.57,14.532,,,NASA materials surrogate
oqmd-0240,material,SrTiO3,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1764.65,154.9,73.833,,,OQMD surrogate
mp-fallback-0124,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1763.27,235.79,48.444,,,Materials Project fallback (no API key)
mp-fallback-0150,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1762.86,892.98,29.947,,,Materials Project fallback (no API key)
nasa-0016,material,Al2O3,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1762.56,1189.26,79.124,,,NASA materials surrogate
oqmd-0068,material,AlN,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1761.43,885.07,65.346,,,OQMD surrogate
mp-fallback-0289,material,SiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1758.95,848.65,69.76,,,Materials Project fallback (no API key)
mp-fallback-0281,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1758.07,426.3,47.881,,,Materials Project fallback (no API key)
oqmd-0106,material,BaTiO3,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1757.97,430.52,16.59,,,OQMD surrogate
nist-0027,simulation,SiO2,"NIST Chemistry WebBook thermodynamic surrogate record with heats of formation, entropy, and heat capacity context. Useful for equilibrium, enthalpy, and materials process screening.",1757.9,,,,,NIST WebBook surrogate
nist-0029,simulation,Al2O3,"NIST Chemistry WebBook thermodynamic surrogate record with heats of formation, entropy, and heat capacity context. Useful for equilibrium, enthalpy, and materials process screening.",1756.94,,,,,NIST WebBook surrogate
mp-fallback-0458,material,Fe2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1756.52,309.53,78.952,,,Materials Project fallback (no API key)
aflow-0175,material,HfO2,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1756.33,228.99,91.161,,,AFLOW surrogate
nist-0045,simulation,CH4,"NIST Chemistry WebBook thermodynamic surrogate record with heats of formation, entropy, and heat capacity context. Useful for equilibrium, enthalpy, and materials process screening.",1753.95,,,,,NIST WebBook surrogate
mp-fallback-0254,material,SiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1753.75,401.2,35.355,,,Materials Project fallback (no API key)
nist-0096,simulation,Al2O3,"NIST Chemistry WebBook thermodynamic surrogate record with heats of formation, entropy, and heat capacity context. Useful for equilibrium, enthalpy, and materials process screening.",1752.62,,,,,NIST WebBook surrogate
oqmd-0145,material,SiC,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1751.2,164.36,41.022,,,OQMD surrogate
mp-fallback-0451,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1747.67,737.91,20.523,,,Materials Project fallback (no API key)
aflow-0177,material,SiC,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1746.96,1024.78,9.723,,,AFLOW surrogate
mp-fallback-0097,material,Al2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1746.49,663.17,70.686,,,Materials Project fallback (no API key)
aflow-0225,material,TiN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1746.3,723.5,119.312,,,AFLOW surrogate
mp-fallback-0176,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1745.17,419.25,0.179,,,Materials Project fallback (no API key)
mp-fallback-0244,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1743.37,436.75,5.0,,,Materials Project fallback (no API key)
aflow-0228,material,TiN,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1742.76,424.95,50.488,,,AFLOW surrogate
aflow-0201,material,Al2O3,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1741.91,553.54,28.179,,,AFLOW surrogate
oqmd-0215,material,SrTiO3,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1741.44,295.85,44.763,,,OQMD surrogate
mp-fallback-0270,material,Fe2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1737.53,897.57,23.154,,,Materials Project fallback (no API key)
aflow-0140,material,Al2O3,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1736.54,204.67,92.963,,,AFLOW surrogate
aflow-0057,material,Fe3Al,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1735.14,482.29,104.547,,,AFLOW surrogate
mp-fallback-0023,material,ZnO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1731.26,517.49,11.698,,,Materials Project fallback (no API key)
mp-fallback-0499,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1730.58,386.36,41.0,,,Materials Project fallback (no API key)
mp-fallback-0018,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1730.08,396.83,32.874,,,Materials Project fallback (no API key)
mp-fallback-0160,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1729.1,528.87,69.662,,,Materials Project fallback (no API key)
nist-0062,simulation,H2O,"NIST Chemistry WebBook thermodynamic surrogate record with heats of formation, entropy, and heat capacity context. Useful for equilibrium, enthalpy, and materials process screening.",1728.49,,,,,NIST WebBook surrogate
oqmd-0203,material,SiC,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1728.15,215.0,69.771,,,OQMD surrogate
mp-fallback-0035,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1725.91,232.34,19.413,,,Materials Project fallback (no API key)
aflow-0094,material,SiC,"AFLOW surrogate material record with crystal-structure and property metadata. Useful for conductivity, thermal stability, and band-gap screening.",1725.35,1096.7,100.536,,,AFLOW surrogate
mp-fallback-0103,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1724.56,749.33,14.418,,,Materials Project fallback (no API key)
mp-fallback-0472,material,Al2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1724.27,634.37,30.671,,,Materials Project fallback (no API key)
mp-fallback-0134,material,Al2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1723.15,632.51,41.468,,,Materials Project fallback (no API key)
oqmd-0187,material,TiO2,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1722.24,662.69,55.069,,,OQMD surrogate
oqmd-0111,material,TiO2,OQMD surrogate material record with thermodynamic stability metadata. Useful for phase stability and band-gap retrieval.,1722.09,322.45,2.773,,,OQMD surrogate
mp-fallback-0396,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1721.89,773.95,37.734,,,Materials Project fallback (no API key)
nasa-0074,material,C/C composite,"NASA extreme-condition material metadata surrogate with thermal, vacuum, and radiation resistance context. Useful for spacecraft and high-temperature screening.",1720.16,745.21,110.218,,,NASA materials surrogate
